id,name,brand,family,top_notes,middle_notes,base_notes,mood_tags,valence,arousal,dominance,source
2004,Champaca Eau de Toilette,Unknown,spicy,black_pepper,cardamom|tuberose|iris,white_musk,joyful,0.658,0.546,0.552,huggingface
2005,Acqua Decima Eau de Toilette,Unknown,citrus,lemon|mandarin|mint|petitgrain,neroli,cedar|vetiver,joyful,0.7214,0.6129,0.4571,huggingface
2006,Orangers en Fleurs Eau de Parfum,Unknown,floral,orange,rose|jasmine|tuberose|ylang_ylang,cedar|white_musk,joyful,0.7214,0.5043,0.5357,huggingface
2007,Lys 41 Eau de Parfum,Unknown,floral,,jasmine|tuberose|lily_of_the_valley,cedar|vanilla,joyful,0.72,0.428,0.51,huggingface
2008,Ylang 49 Eau de Parfum,Unknown,woody,,ylang_ylang|oakmoss,patchouli|vetiver|sandalwood|benzoin,calming|powerful,0.5367,0.3567,0.625,huggingface
2009,Rose 31 Eau de Parfum,Unknown,oriental,black_pepper,rose|clove,frankincense|cedar|amber|oud|labdanum|vetiver,powerful,0.53,0.4389,0.6844,huggingface
2010,Glorious Eau de Parfum,Unknown,woody,mandarin|bergamot,pine|cardamom|jasmine|rose|guaiac_wood,benzoin|white_musk|cedar|amber|patchouli|sandalwood|vanilla,joyful,0.6693,0.44,0.5307,huggingface
2011,Mousse II Eau de Parfum,Unknown,spicy,lime|mint,clove|geranium|cardamom|lily_of_the_valley,sandalwood|white_musk|ambroxan,joyful,0.69,0.5478,0.4911,huggingface
2012,Resina Eau de Parfum,Unknown,oriental,ginger,pine|coffee|jasmine,benzoin|frankincense|labdanum|tonka_bean,balanced,0.6088,0.4525,0.5975,huggingface
2013,Vetiverus Eau de parfum,Unknown,musk,orange,clove,labdanum|vetiver|ambroxan|white_musk,balanced,0.5983,0.455,0.5783,huggingface
2014,Hedonist Eau de Parfum,Unknown,citrus,bergamot|mandarin|orange,jasmine,tobacco|vanilla|cedar|vetiver,joyful,0.685,0.5262,0.5188,huggingface
2015,Bay Rum Cologne,Unknown,citrus,bergamot,ylang_ylang|clove,sandalwood,joyful,0.6675,0.5625,0.5625,huggingface
2016,Gold Rose Oudh Extrait de Parfum,Unknown,woody,bergamot|black_pepper,rose,patchouli|oud|amber|sandalwood|white_musk|honey,balanced,0.6322,0.4544,0.57,huggingface
2017,Les Jeux Sont Faits Eau de Parfum,Unknown,citrus,petitgrain|mandarin|ginger,,tobacco|sandalwood|patchouli|vanilla|labdanum,balanced,0.595,0.485,0.5588,huggingface
2018,Coal Eau de Parfum,Unknown,spicy,black_pepper|pink_pepper|mandarin,,cedar|sandalwood|leather,powerful,0.5933,0.5967,0.605,huggingface
2019,Gothic II - Perfume Oil Roll-on perfume oil,Unknown,oriental,,clove,vanilla|frankincense|patchouli,calming|powerful,0.55,0.3925,0.6175,huggingface
2020,Gothic II - Eau de Parfum,Unknown,oriental,,clove,vanilla|frankincense|patchouli,calming|powerful,0.55,0.3925,0.6175,huggingface
2021,Gothic I - Perfume Oil Roll-on perfume oil,Unknown,oriental,black_pepper,,vanilla|patchouli,balanced,0.5833,0.48,0.55,huggingface
2022,Gothic I - Eau de Parfum,Unknown,oriental,black_pepper,,vanilla|patchouli,balanced,0.5833,0.48,0.55,huggingface
2023,Gothic III - Perfume Oil Roll-on perfume oil,Unknown,floral,,rose|oakmoss,amber|white_musk,calming,0.6475,0.325,0.5575,huggingface
2024,Gothic III - Eau de Parfum,Unknown,floral,,rose|oakmoss,amber|white_musk,calming,0.6475,0.325,0.5575,huggingface
2025,Private Label Eau de Parfum,Unknown,woody,,,vetiver|leather|patchouli|sandalwood|labdanum,calming|powerful,0.432,0.388,0.704,huggingface
2026,La Liturgie des Heures Eau de Parfum,Unknown,oriental,,,frankincense|labdanum|white_musk,calming|powerful,0.5467,0.2867,0.6167,huggingface
2027,Psychedelique Eau de Parfum,Unknown,oriental,bergamot,rose|geranium,amber|patchouli|labdanum|vanilla|white_musk,joyful|calming,0.6675,0.3987,0.5163,huggingface
2028,Ambre Premier Eau de Parfum,Unknown,oriental,orange,rose,patchouli|amber|vanilla,joyful,0.706,0.428,0.5,huggingface
2029,Flash Back Eau de Parfum,Unknown,citrus,green_tea|grapefruit|orange|pink_pepper|mandarin,,vetiver|cedar|amber|white_musk,joyful,0.7078,0.5456,0.4667,huggingface
2030,Lumiere Blanche Eau de Parfum,Unknown,spicy,,cardamom|cinnamon|iris,almond|cedar|sandalwood|tonka_bean|white_musk,joyful,0.6912,0.4025,0.4938,huggingface
2031,Autoportrait Eau de Parfum,Unknown,oriental,bergamot,,benzoin|frankincense|white_musk|cedar|vetiver,calming,0.625,0.3767,0.5583,huggingface
2032,Chambre Noire Eau de Parfum,Unknown,floral,pink_pepper,jasmine|violet,frankincense|sandalwood|patchouli|white_musk|vanilla|leather,balanced,0.6122,0.42,0.5722,huggingface
2033,Still Life Eau de Parfum,Unknown,spicy,yuzu|pink_pepper|black_pepper,,cedar|ambroxan,balanced,0.634,0.622,0.564,huggingface
2034,Labdanum 18 Eau de Parfum,Unknown,oriental,,,labdanum|tonka_bean|vanilla|patchouli,calming,0.5925,0.2975,0.535,huggingface
2035,Fleur D'Oranger 27 Eau de Parfum,Unknown,citrus,bergamot|petitgrain|grapefruit,,amber|vetiver,joyful,0.704,0.564,0.478,huggingface
2036,Neroli 36 Eau de Parfum,Unknown,floral,mandarin,neroli|rose|jasmine,white_musk|tonka_bean|vanilla,joyful,0.7886,0.4229,0.44,huggingface
2037,Jasmin 17 Eau de Parfum,Unknown,floral,petitgrain|orange,neroli|jasmine,amber|white_musk|sandalwood|vanilla,joyful,0.75,0.45,0.4562,huggingface
2038,Vetiver 46 Eau de Parfum,Unknown,oriental,bergamot|black_pepper,clove,cedar|vetiver|labdanum|frankincense|amber|vanilla,balanced,0.5911,0.4444,0.5989,huggingface
2039,Bergamote 22 Eau de Parfum,Unknown,citrus,bergamot|petitgrain|grapefruit|orange,,cedar|amber|vetiver,joyful,0.7071,0.5686,0.48,huggingface
2040,Oud Silk Mood - Extrait de Parfum,Unknown,floral,,rose,oud,powerful,0.575,0.46,0.725,huggingface
2041,Flower of Immortality Eau de Parfum,Unknown,floral,mandarin,iris|rose,vanilla|tonka_bean|white_musk,joyful|calming,0.785,0.3733,0.4183,huggingface
2042,Oud 27 Eau de Parfum,Unknown,woody,,saffron,cedar|frankincense|patchouli,powerful,0.4625,0.415,0.7225,huggingface
2043,Ambrette 9 Eau de Parfum,Unknown,floral,mandarin,rose,ambroxan,joyful,0.7633,0.5133,0.5267,huggingface
2044,Iris 39 Eau de Parfum,Unknown,floral,lime|ginger,iris|rose|ylang_ylang|violet|cardamom,patchouli|white_musk,joyful,0.6844,0.52,0.5089,huggingface
2045,Patchouli 24 Eau de Parfum,Unknown,woody,,,patchouli|birch|vanilla,calming,0.5,0.3633,0.5667,huggingface
2046,Aurore Nomade Eau de Parfum,Unknown,spicy,mandarin,cinnamon|marine|ylang_ylang|geranium|clove,sandalwood|amber|vanilla|white_musk,joyful,0.706,0.49,0.495,huggingface
2047,La Fille de Berlin Eau de Parfum,Unknown,floral,black_pepper,rose|violet,white_musk,joyful,0.705,0.47,0.5,huggingface
2048,La Route d'Emeraude Eau de Parfum,Unknown,oriental,bergamot|orange,cinnamon|jasmine|tuberose,amber|benzoin|vanilla|white_musk,joyful,0.7478,0.4867,0.4922,huggingface
2049,Enchanted Forest Eau de Parfum,Unknown,woody,pink_pepper|orange|mandarin,rose|oakmoss,honey|vetiver|benzoin|amber|patchouli|cedar|vanilla|white_musk,joyful,0.6669,0.4223,0.5162,huggingface
2050,Nero Perfume Oil,Unknown,woody,bergamot,saffron,cedar|patchouli|sandalwood|amber|white_musk,balanced,0.5986,0.43,0.5814,huggingface
2051,Prima T - Eau de Parfum,Unknown,floral,mandarin,violet|jasmine|rose|lily_of_the_valley,white_musk,joyful,0.7817,0.4567,0.455,huggingface
2052,Musc - Eau de Parfum,Unknown,floral,,rose|violet|clove,white_musk|vanilla|amber|sandalwood,joyful|calming,0.6986,0.3643,0.5,huggingface
2053,Dark Purple Eau de Parfum,Unknown,citrus,mandarin|orange,rose|geranium,patchouli|amber|cedar|white_musk,joyful,0.69,0.475,0.51,huggingface
2054,Rosae Mundi Eau de Parfum,Unknown,woody,,rose,patchouli|vetiver|cedar,calming|powerful,0.5375,0.385,0.635,huggingface
2055,Neroli 36 Perfume Oil,Unknown,floral,mandarin,neroli|rose|jasmine,white_musk|tonka_bean|vanilla,joyful,0.7886,0.4229,0.44,huggingface
2056,Opardu Extrait de Parfum,Unknown,floral,,tuberose|rose|jasmine,cedar,joyful|powerful,0.6875,0.48,0.61,huggingface
2057,Santal 33 Perfume Oil,Unknown,woody,,cardamom|iris|violet,sandalwood|cedar|leather,balanced,0.6017,0.4517,0.5917,huggingface
2058,Bergamote 22 Perfume Oil,Unknown,citrus,bergamot|petitgrain|grapefruit|orange,,cedar|amber|vetiver,joyful,0.7071,0.5686,0.48,huggingface
2059,Patchouli 24 Perfume Oil,Unknown,woody,,,patchouli|birch|vanilla,calming,0.5,0.3633,0.5667,huggingface
2060,Rose 31 Perfume Oil,Unknown,oriental,black_pepper,rose|clove,frankincense|cedar|amber|oud|labdanum|vetiver,powerful,0.53,0.4389,0.6844,huggingface
2061,Jasmin 17 Perfume Oil,Unknown,floral,petitgrain|orange,neroli|jasmine,amber|white_musk|sandalwood|vanilla,joyful,0.75,0.45,0.4562,huggingface
2062,Oud 27 Perfume Oil Perfume oil,Unknown,woody,,saffron,cedar|frankincense|patchouli,powerful,0.4625,0.415,0.7225,huggingface
2063,Ambrette 9 Perfume Oil,Unknown,floral,mandarin,rose,ambroxan,joyful,0.7633,0.5133,0.5267,huggingface
2064,Labdanum 18 Perfume Oil,Unknown,oriental,,,labdanum|tonka_bean|vanilla|patchouli,calming,0.5925,0.2975,0.535,huggingface
2065,Fleur D'Oranger 27 Perfume Oil,Unknown,citrus,bergamot|petitgrain|grapefruit,,amber|vetiver,joyful,0.704,0.564,0.478,huggingface
2066,Vetiver 46 Perfume Oil,Unknown,oriental,bergamot|black_pepper,clove,cedar|vetiver|labdanum|frankincense|amber|vanilla,balanced,0.5911,0.4444,0.5989,huggingface
2067,Iris 39 Perfume Oil,Unknown,woody,,cardamom|iris|violet,sandalwood|cedar|leather,balanced,0.6017,0.4517,0.5917,huggingface
2068,Lys 41 Perfume Oil,Unknown,floral,,jasmine|tuberose|lily_of_the_valley,cedar|vanilla,joyful,0.72,0.428,0.51,huggingface
2069,Black Amber,Unknown,oriental,,marine,frankincense|labdanum|vetiver|tobacco|cedar|patchouli|amber|vanilla|sandalwood,calming|powerful,0.542,0.374,0.612,huggingface
2070,Vanilla Marble Eau de Parfum,Unknown,oriental,green_tea,,vanilla|almond|amber|patchouli|sandalwood|benzoin|tonka_bean,joyful|calming,0.6875,0.3213,0.4713,huggingface
2071,Tzora Eau de Parfum,Unknown,woody,bergamot|black_pepper,magnolia|jasmine|oakmoss,cedar|vetiver|white_musk,balanced,0.6337,0.4688,0.5525,huggingface
2072,Akkad Eau de Parfum,Unknown,oriental,mandarin|bergamot,cardamom,frankincense|labdanum|vanilla,joyful,0.69,0.495,0.5183,huggingface
2073,Galaad Eau de Parfum,Unknown,woody,,cardamom|rose,frankincense|honey|oud|cedar|tobacco,powerful,0.5614,0.4457,0.6614,huggingface
2074,Cuir Velours Eau de Parfum,Unknown,leather,,,leather|tobacco|labdanum|frankincense,melancholic|powerful,0.38,0.425,0.8,huggingface
2075,Interlude Man Eau de Parfum,Unknown,oriental,bergamot|mandarin,,amber|frankincense|labdanum|leather|oud|patchouli|sandalwood,powerful,0.5478,0.4633,0.6556,huggingface
2076,Interlude Woman,Unknown,oriental,bergamot|grapefruit|ginger|orange,rose|coffee|oakmoss,frankincense|coconut|honey|vanilla|benzoin|amber|sandalwood|oud|leather|tonka_bean|white_musk,joyful,0.6711,0.4578,0.5256,huggingface
2077,LiquidNight Eau de Parfum,Unknown,citrus,bergamot|lime,saffron|geranium,cedar|frankincense|vanilla|white_musk,joyful,0.6837,0.4775,0.5012,huggingface
2078,Musc Intense Eau de Parfum,Unknown,floral,,rose|violet|jasmine,,joyful,0.7667,0.44,0.53,huggingface
2079,Good Girl Gone Bad Eau de Parfum,Unknown,floral,mandarin,rose|tuberose|violet,cedar|amber|patchouli|vetiver|white_musk,balanced,0.6433,0.4244,0.5522,huggingface
2080,Forbidden Games Eau de Parfum,Unknown,floral,mandarin,cinnamon|rose|geranium|jasmine,vanilla|honey,joyful,0.7814,0.4829,0.47,huggingface
2081,08 - Seylon Eau de Parfum,Unknown,citrus,yuzu|orange|bergamot,oakmoss,benzoin|cedar|vetiver,joyful,0.6614,0.5043,0.5171,huggingface
2082,Amyris Pour Femme Eau de Parfum,Unknown,woody,orange,iris,sandalwood|vetiver|amber,joyful,0.664,0.41,0.53,huggingface
2083,Amyris Pour Homme Eau de Toilette,Unknown,floral,mandarin,rose|iris,sandalwood|tonka_bean|cedar,joyful,0.7183,0.4033,0.5033,huggingface
2084,Santal Majuscule Eau de Parfum,Unknown,woody,,rose|coffee,sandalwood|tonka_bean,joyful,0.6925,0.4225,0.535,huggingface
2085,Route Du Vetiver Eau de Parfum,Unknown,woody,mandarin|green_tea,jasmine,vetiver|cedar|white_musk|sandalwood,joyful,0.6771,0.4386,0.5071,huggingface
2086,Vettiveru 2,Unknown,woody,bergamot,neroli,vetiver|cedar,joyful,0.6575,0.5,0.53,huggingface
2087,Citrico,Unknown,citrus,orange|bergamot|lemon,neroli,cedar|sandalwood,joyful,0.7633,0.5967,0.445,huggingface
2088,Anbar,Unknown,oriental,mandarin,,amber|white_musk,joyful,0.7467,0.4333,0.4533,huggingface
2089,L'Ombre Dans L'Eau - Eau de Parfum,Unknown,floral,,rose,white_musk,joyful|calming,0.76,0.35,0.465,huggingface
2090,Un Bateau Pour Capri Eau de Parfum,Unknown,floral,mandarin,peony|jasmine,cedar|white_musk,joyful,0.742,0.46,0.49,huggingface
2091,Rose Anonyme Cologne Absolue,Unknown,woody,bergamot|ginger,rose,frankincense|oud|patchouli,powerful,0.5783,0.52,0.645,huggingface
2092,Mon Patchouly Eau de Parfum,Unknown,oriental,,geranium|jasmine,patchouli|frankincense|amber,powerful,0.59,0.404,0.634,huggingface
2093,Agar Musk Eau de Parfum,Unknown,woody,,,oud|leather|vetiver|white_musk,powerful,0.46,0.425,0.7025,huggingface
2094,Kiss My Name Eau de Parfum,Unknown,floral,,tuberose|iris|jasmine|neroli,benzoin,joyful,0.716,0.454,0.554,huggingface
2095,Cotton Musk,Unknown,oriental,,rose,frankincense|vetiver|vanilla|white_musk,joyful|calming,0.664,0.304,0.522,huggingface
2096,Entre Naranjos Eau de Parfum,Unknown,citrus,orange|petitgrain,neroli,amber|patchouli,joyful,0.682,0.54,0.508,huggingface
2097,Umbra Eau de Parfum,Unknown,oriental,black_pepper,oakmoss|geranium,benzoin|tonka_bean,balanced,0.62,0.42,0.56,huggingface
2098,Un Coeur en Mai Eau de Parfum,Unknown,floral,petitgrain|bergamot|black_pepper,lily_of_the_valley|rose|cucumber|geranium,white_musk|cedar,joyful,0.7244,0.5222,0.4622,huggingface
2099,Tokyo Bloom Eau de Toilette,Unknown,fresh,basil|mandarin,jasmine|guaiac_wood,white_musk|amber,joyful,0.6917,0.47,0.5133,huggingface
2100,Limon de Cordoza Eau de Toilette,Unknown,woody,orange|mandarin|mint,neroli|guaiac_wood,patchouli|vetiver,joyful,0.6514,0.57,0.5114,huggingface
2101,Agarwoud Extrait de Parfum,Unknown,oriental,,rose,oud|amber|frankincense,calming|powerful,0.575,0.375,0.7,huggingface
2102,Bubblegum Chic Extrait de Parfum,Unknown,floral,mandarin,jasmine|tuberose,,joyful,0.7567,0.6133,0.55,huggingface
2103,Chypre Palatin Eau de Parfum,Unknown,floral,mandarin,geranium|rose|jasmine|iris,benzoin|vanilla|leather,joyful,0.7112,0.4475,0.53,huggingface
2104,X for Women Eau de Parfum,Unknown,woody,mandarin|bergamot|green_tea,pine|jasmine|rose|lily_of_the_valley|iris,patchouli|cedar|vetiver|vanilla|white_musk,joyful,0.6954,0.4538,0.4908,huggingface
2105,X for Men Eau de Parfum,Unknown,spicy,bergamot|black_pepper|ginger|mandarin,cardamom|jasmine|iris|oakmoss|cinnamon,amber|vetiver|cedar|vanilla,joyful,0.6638,0.5223,0.5485,huggingface
2106,1872 for Women Eau de Parfum,Unknown,woody,bergamot|mandarin|lemon,pine|rose|lily_of_the_valley|jasmine|violet,cedar|sandalwood|patchouli|white_musk,joyful,0.7092,0.4967,0.4892,huggingface
2107,No. 1 for Women Eau de Parfum,Unknown,floral,mandarin|bergamot|lemon,pine|cardamom|rose|jasmine|ylang_ylang|iris,vanilla|tonka_bean|cedar|sandalwood|white_musk|amber,joyful,0.7287,0.474,0.4873,huggingface
2108,No. 1 for Men Eau de Parfum,Unknown,floral,bergamot|lime|mandarin,cardamom|lily_of_the_valley|rose|jasmine|ylang_ylang,cedar|sandalwood|vetiver|amber|vanilla,joyful,0.7223,0.4946,0.4992,huggingface
2109,1872 for Men Eau de Parfum,Unknown,citrus,grapefruit|lime|bergamot|black_pepper,jasmine,cedar|patchouli|frankincense|amber|white_musk,joyful,0.659,0.536,0.536,huggingface
2110,Noir Patchouli Eau de Parfum,Unknown,woody,,cardamom|rose,patchouli|white_musk|leather|vanilla,balanced,0.615,0.44,0.565,huggingface
2111,Ambre 114 Eau de Parfum,Unknown,woody,,rose|geranium,patchouli|sandalwood|cedar|vetiver|amber|vanilla|tonka_bean|benzoin|white_musk,calming,0.6473,0.3309,0.5273,huggingface
2112,1725 Casanova Eau de Parfum,Unknown,citrus,bergamot|grapefruit,geranium,vanilla|almond|sandalwood|cedar|amber,joyful,0.7325,0.4413,0.4438,huggingface
2113,1740 Marquis de Sade Eau de Parfum,Unknown,woody,bergamot,cardamom,patchouli|cedar|birch|labdanum|leather|vanilla,powerful,0.5363,0.4775,0.6125,huggingface
2114,1804 George Sand Eau de Parfum,Unknown,woody,mandarin,pine|clove|jasmine|lily_of_the_valley|rose,sandalwood|patchouli|benzoin|vanilla|white_musk,joyful,0.6809,0.4318,0.5164,huggingface
2115,1828 Jules Verne Eau de Parfum,Unknown,citrus,grapefruit|bergamot|mandarin|eucalyptus|black_pepper,pine,cedar|frankincense|vetiver,balanced,0.6433,0.5978,0.5267,huggingface
2116,Oud - Eau de Parfum,Unknown,woody,,saffron,benzoin|cedar|patchouli|oud,powerful,0.476,0.426,0.718,huggingface
2117,Rose Pivoine Eau de Toilette,Unknown,floral,,rose|peony|geranium,,joyful,0.7733,0.44,0.4933,huggingface
2118,Bamboo Harmony Eau de Parfum,Unknown,citrus,bergamot|petitgrain|black_pepper|green_tea,neroli,,joyful|energetic,0.742,0.66,0.454,huggingface
2119,S-ex Eau de Parfum,Unknown,woody,bergamot|black_pepper,jasmine,leather|sandalwood|patchouli|birch,powerful,0.5343,0.5486,0.6457,huggingface
2120,100% Love Eau de Parfum,Unknown,floral,,rose|coffee,white_musk|labdanum,balanced,0.635,0.43,0.5675,huggingface
2121,Oud Stars - Al Khatt Eau de Parfum,Unknown,oriental,bergamot,jasmine|oakmoss,vanilla|benzoin|oud,balanced,0.65,0.4233,0.575,huggingface
2122,Oud Stars - Mamluk Eau de Parfum,Unknown,oriental,bergamot,jasmine,honey|caramel|benzoin|vanilla|oud|white_musk|amber,joyful|calming,0.7256,0.3822,0.4811,huggingface
2123,Oud Stars - Gao Eau de Parfum,Unknown,spicy,,saffron,amber|oud,powerful,0.4833,0.46,0.7667,huggingface
2124,Oud Stars - Fars Eau de Parfum,Unknown,floral,bergamot,geranium|jasmine,cedar|amber,joyful,0.7,0.49,0.544,huggingface
2125,Francois Charles Eau de Parfum,Unknown,floral,basil|bergamot|lemon|ginger,cardamom|geranium|jasmine|iris,cedar|ambroxan|leather|white_musk,joyful,0.6733,0.5583,0.5342,huggingface
2126,Le Vainqueur Eau de Parfum,Unknown,floral,bergamot|ginger|mandarin,cucumber|geranium|lily_of_the_valley|jasmine|iris,sandalwood|vetiver|leather|ambroxan|white_musk,joyful,0.68,0.4931,0.5154,huggingface
2127,Le Roi Empereur Eau de Parfum,Unknown,floral,orange,geranium|cardamom|violet|iris|cinnamon,amber|leather|cedar|white_musk,joyful,0.664,0.495,0.541,huggingface
2128,Fils de Dieu Eau de Parfum,Unknown,spicy,ginger|lime|bergamot,cardamom|jasmine|cinnamon|rose,coconut|tonka_bean|vetiver|white_musk|amber|leather,joyful,0.6892,0.5246,0.5238,huggingface
2129,Bijou Romantique Eau de Parfum,Unknown,citrus,bergamot|lemon|pink_pepper,ylang_ylang|iris,coconut|vetiver|patchouli|benzoin|vanilla,joyful,0.7,0.488,0.481,huggingface
2130,Precious Oud Eau de Parfum,Unknown,woody,bergamot|pink_pepper,jasmine|tuberose,frankincense|patchouli|oud|sandalwood|vetiver,powerful,0.5744,0.4967,0.6433,huggingface
2131,What We Do In Paris Is Secret Eau de Parfum,Unknown,oriental,bergamot,rose,honey|tonka_bean|vanilla|benzoin|sandalwood|ambroxan|white_musk,joyful|calming,0.7433,0.3544,0.4622,huggingface
2132,Sombre Negra Eau de Parfum,Unknown,woody,black_pepper|bergamot,clove|iris,vetiver|patchouli|cedar|frankincense,powerful,0.5588,0.4938,0.6262,huggingface
2133,Geisha Rouge - Eau de Parfum,Unknown,oriental,,cinnamon|clove,tonka_bean|tobacco|vanilla|sandalwood,balanced,0.6167,0.4367,0.57,huggingface
2134,Pluie de Soleil Eau de Toilette,Unknown,citrus,bergamot|lemon|mandarin,pine,sandalwood|white_musk,joyful,0.7517,0.57,0.4267,huggingface
2135,Eau Rose Eau de Toilette,Unknown,citrus,bergamot,rose,white_musk|cedar,joyful,0.73,0.4575,0.4875,huggingface
2136,Dolce Acqua Eau de Parfum,Unknown,gourmand,,,coconut|almond|vanilla|tonka_bean,joyful|calming|delicate,0.8175,0.2925,0.32,huggingface
2137,Eccelso Eau de Parfum,Unknown,woody,bergamot,magnolia,sandalwood|white_musk|patchouli|labdanum,balanced,0.6233,0.4083,0.5283,huggingface
2138,07 Tanoke Eau de Parfum,Unknown,spicy,ginger|orange|black_pepper,,cedar|frankincense|patchouli|black_musk,powerful,0.5429,0.5371,0.6271,huggingface
2139,Bluff,Unknown,woody,lime|bergamot,cinnamon|iris,vetiver|patchouli|sandalwood|vanilla,joyful,0.6738,0.4838,0.5,huggingface
2140,Figaro Eau de Toilette,Unknown,citrus,grapefruit|bergamot|pink_pepper|mandarin,pine|clove,vetiver|sandalwood|tonka_bean,joyful,0.6733,0.5689,0.5044,huggingface
2141,Itasca Eau de Parfum,Unknown,oriental,mandarin|grapefruit,neroli|clove|geranium|pine,tonka_bean|vetiver|frankincense|amber,joyful,0.657,0.492,0.532,huggingface
2142,Sacrebleu Intense Eau de Parfum,Unknown,floral,orange,tuberose|jasmine,benzoin|sandalwood|tonka_bean,joyful,0.7217,0.45,0.5233,huggingface
2143,Kinski Eau de Toilette,Unknown,woody,mandarin|black_pepper|orange|ginger,magnolia|rose|oakmoss,benzoin|vetiver|cedar|labdanum|white_musk|ambroxan,balanced,0.6431,0.4692,0.55,huggingface
2144,Azemour les Orangers Eau de Parfum,Unknown,citrus,orange|mandarin|grapefruit|black_pepper|pink_pepper,neroli|geranium|rose|oakmoss,,joyful,0.7189,0.6278,0.4922,huggingface
2145,L'Ambre de Carthage Eau de Parfum,Unknown,oriental,bergamot,jasmine,labdanum|patchouli|amber|sandalwood|frankincense|white_musk,calming,0.6075,0.3938,0.5925,huggingface
2146,Idole de Lubin - Eau de Parfum,Unknown,leather,orange,saffron|rose,tobacco|frankincense|leather|sandalwood|amber,powerful,0.5625,0.4725,0.6663,huggingface
2147,Royal Oud,Unknown,woody,lemon|bergamot,,cedar|sandalwood|oud|white_musk,joyful,0.665,0.505,0.525,huggingface
2148,Indochine Eau de Toilette,Unknown,spicy,black_pepper,cardamom,benzoin|honey,joyful,0.67,0.5175,0.54,huggingface
2149,Pour un Homme Eau de Toilette,Unknown,oriental,,geranium,vanilla|white_musk|amber,joyful|calming,0.73,0.325,0.435,huggingface
2150,Juniper Sling Eau de Toilette,Unknown,spicy,orange|mandarin|black_pepper,cinnamon|cardamom|iris,leather|vetiver|ambroxan,balanced,0.64,0.5944,0.5822,huggingface
2151,L'eau Chic Eau de Toilette,Unknown,floral,mint,geranium|iris|clove,sandalwood|white_musk,joyful,0.6683,0.4883,0.5017,huggingface
2152,Cinnamon Eau de Toilette,Unknown,woody,bergamot,cinnamon|saffron,cedar|benzoin|vetiver|white_musk,balanced,0.6286,0.4629,0.5714,huggingface
2153,Rhubarb Eau de Toilette,Unknown,citrus,bergamot|green_tea,,vanilla,joyful|delicate,0.8267,0.5067,0.3433,huggingface
2154,Peppermint Eau de Toilette,Unknown,spicy,mint|black_pepper,rose|cardamom,amber|white_musk,joyful,0.6867,0.5583,0.5233,huggingface
2155,Honour Man Eau de Parfum,Unknown,woody,pink_pepper|black_pepper,geranium,patchouli|frankincense|cedar|vetiver|tonka_bean|white_musk,balanced,0.58,0.4456,0.58,huggingface
2156,Honour Woman Eau de Parfum,Unknown,floral,black_pepper|green_tea,jasmine|tuberose|lily_of_the_valley,vetiver|frankincense|amber|leather,powerful,0.6056,0.4878,0.6144,huggingface
2157,Oudh Osmanthus Eau de Parfum,Unknown,woody,mandarin|petitgrain,pine,patchouli|cedar|oud|amber,balanced,0.5814,0.5029,0.5986,huggingface
2158,Back to Black Eau de Parfum - ...,Unknown,woody,bergamot|mandarin,cardamom|saffron|oakmoss,cedar|vanilla|almond|vetiver|labdanum|patchouli,balanced,0.6073,0.4518,0.5591,huggingface
2159,Aqua Universalis Forte Eau de Parfum,Unknown,citrus,bergamot,rose,cedar,joyful,0.7333,0.5167,0.5233,huggingface
2160,1861 - Renaissance Eau de Parfum,Unknown,citrus,mandarin|lime|petitgrain|mint,rose|lily_of_the_valley,cedar|patchouli|amber,joyful,0.7078,0.5544,0.4833,huggingface
2161,Black Jade Eau de Parfum,Unknown,oriental,bergamot,cardamom|rose|jasmine|cinnamon,frankincense|sandalwood|patchouli|vanilla|tonka_bean|amber,joyful,0.6791,0.44,0.5518,huggingface
2162,Tubereuse - Les Nombres d'Or Eau de Parfum,Unknown,oriental,pink_pepper|bergamot|green_tea,tuberose,benzoin|amber|coconut|white_musk,joyful,0.7288,0.4912,0.47,huggingface
2163,Vanille - Les Nombres d'Or Eau de Parfum,Unknown,woody,orange,clove|ylang_ylang,vetiver|sandalwood|cedar|vanilla|amber|tonka_bean,joyful,0.6611,0.4167,0.53,huggingface
2164,Vetyver - Les Nombres d'Or Eau de Parfum,Unknown,spicy,ginger|grapefruit,,labdanum|white_musk|patchouli,balanced,0.586,0.51,0.538,huggingface
2165,Dark Aoud Eau de Parfum,Unknown,woody,black_pepper,saffron,sandalwood|oud|vetiver|leather|amber,powerful,0.4843,0.4857,0.7186,huggingface
2166,Hippie Rose Eau de Parfum,Unknown,woody,bergamot|green_tea,rose,patchouli|frankincense|vetiver|amber|white_musk,balanced,0.6375,0.415,0.55,huggingface
2167,Gin Fizz Eau de Toilette,Unknown,citrus,bergamot|lemon|mandarin|orange,iris|rose|jasmine|lily_of_the_valley,benzoin|vetiver|white_musk,joyful,0.7655,0.5118,0.46,huggingface
2168,Absolu de Vanille,Unknown,oriental,,,vanilla|patchouli|benzoin|tonka_bean|labdanum,calming,0.61,0.288,0.538,huggingface
2169,Pure eVe Eau de Parfum,Unknown,musk,,rose,white_musk|cedar,joyful|calming,0.69,0.36,0.5167,huggingface
2170,Love Eau de Parfum,Unknown,floral,bergamot|pink_pepper|orange,neroli|jasmine|rose|iris,honey|caramel|vanilla|labdanum|white_musk,joyful,0.7583,0.4642,0.45,huggingface
